date,maxtp(Maximum Air Temperature - degrees C),mintp(Minimum Air Temperature - degrees C),gmin(Grass Minimum Temperature - degrees C),rain(Precipitation Amount - mm),cbl (Mean CBL Pressure-hpa),wdsp(Mean Wind Speed - knot),pe(Potential Evapotranspiration - mm),evap(Evaporation -mm)
9-Jan-64,8.7,5.9,4.4,0,1022.8,3,0.4,0.6
10-Jan-64,8.2,4.9,3.5,0,1024.7,3,0.3,0.4
11-Jan-64,7,2.2,-0.6,0,1024.8,4.9,0.4,0.5
12-Jan-64,5.2,3.1,2.3,0,1019.8,7.9,0.8,0.9
13-Jan-64,6.1,1.2,2.8,2.8,1011.4,15.1,0.8,1.1
14-Jan-64,5.6,0,-3.8,2.6,1008.4,8.9,0.4,0.4
15-Jan-64,6.8,4.7,0.1,0,1016.2,11.6,0.5,0.6
16-Jan-64,5.6,2.9,-0.4,0,1021,11.5,0.7,0.9
17-Jan-64,5.6,3.4,0.7,0,1021.2,12.7,1,1.3
18-Jan-64,8.3,4.2,1.7,0,1016.3,15.2,0.6,0.8
19-Jan-64,9.4,4.2,3,0,1015.6,3.1,0.1,0.2
20-Jan-64,10,3.8,-0.4,0,1020.6,7.9,0.3,0.4
21-Jan-64,8.7,3.9,-0.9,0,1027.6,2.9,0.4,0.6
22-Jan-64,7.5,5.3,3.8,0,1029.9,3.5,0.5,0.6
23-Jan-64,8.9,3.9,-1.1,0.4,1025.2,10.3,0.6,0.7
24-Jan-64,5.3,0,-2.6,0,1026.9,7.5,0.4,0.5
25-Jan-64,5.4,1.4,-1.6,0,1029.1,9.7,0.8,0.9
26-Jan-64,6.6,0.9,-0.1,0,1024,8,0.5,0.6
27-Jan-64,9.6,3.4,-2.7,0.7,1010,12.2,0.8,1
28-Jan-64,9.1,4.8,2.9,0.4,1004.4,16.2,0.6,0.8
29-Jan-64,10.5,6.8,5.1,0.2,1001.3,17.3,0.7,1
30-Jan-64,10,2.7,1,1.9,998.4,20,0.7,1
31-Jan-64,11.4,5.6,2.2,3.4,999.7,21.8,0.6,0.9
1-Feb-64,11.2,8.3,6.2,0.4,1003.9,17.9,1,1.3
2-Feb-64,11.6,8.8,7.1,0,1008.2,15.9,1,1.3
3-Feb-64,10.7,3.4,3.7,0.8,1009.8,16.9,0.6,0.8
4-Feb-64,8.4,2.9,0.7,0,1019.6,15,0.8,1.1
5-Feb-64,5.6,-1.2,-3.3,0,1028.3,7.5,0.6,0.7
6-Feb-64,6.1,-3.4,-6.7,0,1035.9,6,0.7,1
7-Feb-64,5.3,-0.4,-3.6,0,1037.4,6.4,0.9,1.2
8-Feb-64,6.1,-0.8,-3.6,0,1035.8,7.5,0.8,1.1
9-Feb-64,5.9,-1.1,-3.8,0,1032.2,7.9,0.7,1
10-Feb-64,6.1,3,1.9,0,1025.7,11.1,0.8,1.1
11-Feb-64,7.1,2.8,3.9,0,1015.2,9,0.7,0.9
12-Feb-64,7.5,0.7,-5.4,0,1004.5,9.5,0.7,1
13-Feb-64,7.4,4.6,-0.4,0,994.6,20.4,1.6,2.3
14-Feb-64,8.3,4.1,3.3,2.3,989.6,17,0.8,1.2
15-Feb-64,8.1,5.6,4.5,1.7,994.2,13.8,0.7,1.1
16-Feb-64,6.6,1.9,3.7,3.8,995.2,13.3,0.7,1
17-Feb-64,4.9,0,1.9,2.5,996.5,12.8,1.1,1.4
18-Feb-64,3.1,0,-1.8,2.2,1001.6,22.5,0.9,1.6
19-Feb-64,2.4,1.2,-1.8,0,1009,16.3,1.2,1.7
20-Feb-64,2.3,0.6,0.6,0,1014.4,9.8,0.9,1.3
21-Feb-64,4.5,1.2,0.1,3,1007.3,18.5,1.1,1.7
22-Feb-64,6.1,3.3,2.3,5.8,993.8,18.3,0.6,1
23-Feb-64,13.4,5,4.9,0.8,983,9.7,0.9,1.3
24-Feb-64,10,3.8,-0.3,1.6,976.9,15,0.8,1.1
25-Feb-64,10.4,7.3,5.4,0.4,982,11.8,0.8,1.2
26-Feb-64,8.8,7.2,5.7,2.9,982.2,16,0.8,1.2
27-Feb-64,12.9,7.2,6.7,0.1,982.5,13.5,1.3,1.8
28-Feb-64,11.2,4.9,4.8,0,992.1,8.8,1.4,1.8
29-Feb-64,11.6,2.9,-2.8,0,1002.3,5.6,1.2,1.7
1-Mar-64,9.9,2.3,-4.7,0,1010.8,8.9,1,1.5
2-Mar-64,8.4,2.3,-2.2,0,1016.3,6,0.6,0.9
3-Mar-64,5.1,1.2,3.3,0,1016.4,4.1,0.7,1
4-Mar-64,7.2,0.7,-4.9,0,1017.4,7.5,0.8,1.1
5-Mar-64,6.4,1.2,-1.7,0,1022.7,6.8,1.1,1.5
6-Mar-64,5.4,1.6,-0.9,4.1,1024.3,6.1,0.8,1.2
7-Mar-64,4.6,0.7,-2.9,0.4,1022.1,9.8,1.1,1.5
8-Mar-64,6.6,2.6,0.1,0,1018.2,9,1.2,1.7
9-Mar-64,7.3,3.4,-1,0.5,1011.4,9.7,1,1.3
10-Mar-64,7.8,1.6,3.9,0.8,1003.6,10.1,1,1.5
11-Mar-64,8.5,3.4,-3.4,0,996.7,14.3,1.6,2.5
12-Mar-64,7.7,4,3.3,12.1,989.3,14.4,1,1.5
13-Mar-64,9,6.6,5.1,0.6,989.9,12.1,0.7,1.2
14-Mar-64,11.6,5.1,5.1,11.4,987.1,13.7,1.2,1.7
15-Mar-64,9.1,3.6,-1.1,0,1000.7,6.5,1,1.4
16-Mar-64,5.4,2.6,-1.6,0.3,1003.8,17.3,0.9,1.5
17-Mar-64,5.4,1,0,18.9,996.2,22.9,0.6,1.2
18-Mar-64,4.2,2.6,-0.2,6.1,992.5,21.4,0.7,1.4
19-Mar-64,9.6,3.5,2.8,18.7,982.2,14.8,0.9,1.4
20-Mar-64,9,5.7,1.1,1.2,978.7,10.8,0.9,1.3
21-Mar-64,10.9,6.1,2.9,0.3,984,8.8,1,1.5
22-Mar-64,8,6.1,6.3,0.8,992.6,6.1,0.7,1
23-Mar-64,11.2,3.8,0.1,5.5,993.3,10.2,0.9,1.5
24-Mar-64,11.1,7.2,6.1,13.7,988.7,6.8,0.8,1.2
25-Mar-64,9.4,1.6,1.4,0,1003.6,16,1.8,3
26-Mar-64,10.5,-0.4,-2.3,0,1015.6,6.5,1.5,2.2
27-Mar-64,7.3,5.1,1.9,7,1009,9.3,0.8,1.3
28-Mar-64,6.9,5,5.7,4.1,1004.7,9.3,0.7,1.1
29-Mar-64,6.9,3,4,0,1006.8,7.9,1.1,1.7
30-Mar-64,7.2,2.3,-2.2,0.1,1003.8,7.8,1.3,2
31-Mar-64,5.5,4.3,-1.1,0,1004.1,10.4,1.2,1.7
1-Apr-64,6.2,3.3,3.4,0.7,1008.2,12.8,1.3,1.9
2-Apr-64,7.1,1.2,-1.8,0.5,1008.5,11.1,1.5,2.2
3-Apr-64,6.7,2.5,-0.4,0,1005.8,12.9,2,3.1
4-Apr-64,7.1,0.7,-1.6,0,1007,12.2,1.9,2.9
5-Apr-64,10.7,-0.3,-3.4,0,1008.9,6.6,1.8,2.7
6-Apr-64,10.7,3.2,0.8,4.4,1008.2,7.2,1.8,2.7
7-Apr-64,11.7,-0.1,-1.8,0,1012.4,7.1,1.8,2.7
8-Apr-64,13.4,6.6,4.9,0,1009.8,11.6,1.8,2.5
9-Apr-64,13.4,4.1,5.3,0.1,1003,17.4,1.9,3.1
10-Apr-64,11.6,1.5,-0.7,0,1008.2,8,1.7,2.6
11-Apr-64,14.1,5.7,3.1,0.3,1004.7,9.9,1.5,2.1
12-Apr-64,12.2,6.6,8.3,0.5,999.7,14.3,1.3,2.2
13-Apr-64,11.7,3.7,1.7,0.6,997.7,15.4,2.3,3.7
14-Apr-64,11.7,4.2,2.8,0.2,997.2,17,1.9,3.2
15-Apr-64,13.1,6.3,4,1.9,995.3,10.9,1.8,2.6
16-Apr-64,11.2,6.7,4,0.6,990,8.5,1.3,2
17-Apr-64,11.1,6.7,6.1,8.8,987.8,12.1,2.1,3.5
18-Apr-64,12.9,7.3,5.4,0.2,993.5,13,2.1,3
19-Apr-64,11.4,5.3,-0.9,1,992.3,4.8,1.4,2
20-Apr-64,9.9,5.1,-1.1,0.2,985.8,9.2,1.6,2.6
21-Apr-64,7.6,5.6,4.4,15,984,5.1,1,1.5
22-Apr-64,13.4,3.5,1.8,0.8,992.1,9,1.9,2.8
23-Apr-64,14.2,5.9,4.1,3.3,1003,9.9,2.4,3.7
24-Apr-64,11.5,3.6,0.8,2.2,1011,7.9,1.6,2.5
25-Apr-64,14.6,7.7,4.8,4.2,1010.9,12,1.4,2.2
26-Apr-64,14,8.9,6.6,1.7,1010.3,6.9,1.7,2.4
27-Apr-64,12.8,9,8.2,0.3,1000.7,10.8,1.4,2.1
28-Apr-64,14.6,8,8.3,6.6,995.3,10.8,2.1,3.1
29-Apr-64,13.8,7.4,5.8,4.3,1004.8,14.7,2.6,4.3
30-Apr-64,12.9,5.9,4.5,3.9,1009.8,14,2.2,3.6
1-May-64,12.7,5.4,3.5,3.9,1005.1,10.8,2,3.2
2-May-64,16.6,7.9,7.4,2.8,993.3,9.5,1.9,2.7
3-May-64,14.6,8.3,5.7,6.4,987.7,19.2,3.1,5.3
4-May-64,15.1,7,5.8,0.8,995.2,18.7,2.8,5
5-May-64,14.1,6.7,4.7,0,1001.5,14.2,2.4,3.8
6-May-64,13.6,9.4,6.8,0.3,997.2,8.9,1.9,2.7
7-May-64,15.7,6.9,7.3,2.4,985.6,15.6,2.1,3.2
8-May-64,14.9,6.3,5,1.6,996.5,19.5,2.5,4.3
9-May-64,13.7,6.6,6.8,5.6,1001.5,16,2.3,3.4
10-May-64,13.3,7.1,4.7,5.6,1004.8,15.3,2.4,3.8
11-May-64,17.4,11.1,7.2,2.6,1003.1,14.8,2,2.9
12-May-64,17.3,8.8,10,0,1000.2,14.5,2.7,3.9
13-May-64,14.4,6.1,3.1,0,1006.2,10.8,3.4,5
14-May-64,15.3,4.7,2.8,0,1015.5,9.5,3.2,4.8
15-May-64,17.1,6.9,3.4,0,1020.3,5.3,3.1,4.3
16-May-64,17.6,8.8,5.5,0,1015.8,5.6,3.2,4.3
17-May-64,17.7,8.4,3.6,0.1,1006.7,7,3.3,4.7
18-May-64,17.2,8.3,9.4,0.5,1002.1,12.3,2.7,3.9
19-May-64,14.6,6.3,4.1,7,1010.6,7.5,2.1,3.2
20-May-64,14.4,6.7,5.1,0.1,1010.4,8,1.7,2.5
21-May-64,16.5,9.4,8.7,1.3,1002.1,6.8,1.9,2.6
22-May-64,12.3,8.4,5.3,0.2,1000.5,10,2.2,3.5
23-May-64,15.4,8.2,6.2,0,1008.1,10.5,2.1,3.1
24-May-64,17.2,10.1,7.9,0,1009.8,11.2,3.4,5.4
25-May-64,17.5,10.3,8.3,0,1006.8,11.5,3.5,5.2
26-May-64,18.2,9.3,4.9,0,1002.8,6.3,4,5.7
27-May-64,18.6,10.1,8.6,0,999,8.9,3,4.5
28-May-64,14.4,10.2,9.7,0,1000,10.4,1.4,2.2
29-May-64,15.7,9.6,11.2,1.3,1003.8,7.9,2.7,4.2
30-May-64,17.2,7.3,4.4,0,1003.2,3.2,3.2,4.3
31-May-64,14.8,10.4,9.2,2.9,998.7,13.2,2,3.2
1-Jun-64,11.1,7.4,8.8,0.2,995.4,16.3,1.5,2.6
2-Jun-64,9.8,6.3,5.8,3.4,992.9,10,1.6,2.4
3-Jun-64,12.3,7,6.7,5.2,994.7,6.8,1.7,2.6
4-Jun-64,15.6,11.6,9.4,2.5,995.3,14.3,3,5.3
5-Jun-64,17.1,10.3,9,0.5,997.9,11.2,3.4,5.1
6-Jun-64,14.1,10.1,7.1,5.1,995.2,8.6,1.7,2.4
7-Jun-64,18.2,10.2,11.2,2,997.4,10.3,3.1,4.4
8-Jun-64,17.4,9.4,7.4,0.2,1007.1,10.5,3.2,4.7
9-Jun-64,16.7,12.6,10.6,6.5,1005.8,9.4,1.9,2.8
10-Jun-64,18.2,11.1,8.4,9.6,1002.4,10.7,3.3,4.9
11-Jun-64,17.9,10.7,9.4,1.9,1002.6,11.4,3.2,4.6
12-Jun-64,15,11.5,11.1,7.2,1000.6,8.2,1.6,2.3
13-Jun-64,17.6,10.8,9.7,0.1,997,9.6,2.6,3.7
14-Jun-64,14.7,7.2,5.7,2.4,999.5,13.2,1.6,2.8
15-Jun-64,15.7,7.6,6.2,0,1004.2,15.6,2.6,4.3
16-Jun-64,17.7,9.4,8.1,0,1006.9,13,2.4,3.5
17-Jun-64,16,10.2,9.3,0,1006.1,6.9,2.8,4
18-Jun-64,17.2,8.7,7.6,0,1006.4,6.3,3.3,4.7
19-Jun-64,14.6,6.4,4.7,0,1008.5,15.9,3.8,6.4
20-Jun-64,15.4,4.4,3,0.1,1010.6,11.7,2.8,4.5
21-Jun-64,14.8,9.4,9,0,1010.2,10,2,2.9
22-Jun-64,14.1,10.4,9.1,0.3,1008.9,4.4,1.7,2.3
23-Jun-64,15.8,9.2,9.6,1.3,1011.2,5.5,1.6,2.3
24-Jun-64,19.8,8.3,7.3,0,1016,5.7,2.7,3.7
25-Jun-64,18.6,11.7,10.5,0,1016.5,4.5,2.6,3.6
26-Jun-64,22.1,12.7,10.3,1.9,1011.4,8.1,3.5,4.9
27-Jun-64,17.9,13.1,12.3,0.6,1009.5,10.5,1.9,2.8
28-Jun-64,16.7,10.2,12.6,0,1013.4,6.1,1.9,2.6
29-Jun-64,18.4,8.2,6.8,0,1018,9.1,3.6,5.3
30-Jun-64,19.7,11.9,11.2,0,1017.2,15.1,3.3,5.2
1-Jul-64,19.9,12.2,10.6,0,1019.3,8.2,2.7,3.5
2-Jul-64,17.8,12.9,12.3,0,1017.3,10,2.6,3.6
3-Jul-64,16.3,10,11.2,1.6,1013.7,7.5,2.8,4
4-Jul-64,16.4,5.6,3.9,0,1014.4,6.1,3.3,4.7
5-Jul-64,17.4,9.2,8.9,0.3,1012.6,9.6,2.6,3.7
6-Jul-64,16.6,7.2,5.2,0,1010.5,7.8,2.2,3.1
7-Jul-64,16,10.4,9,0.7,995.4,19.4,1.5,2.6
8-Jul-64,15.6,9.7,9.1,1.7,986.6,16.3,3.1,5
9-Jul-64,16.6,8.5,7.2,0,996.5,15.2,3.8,5.9
10-Jul-64,17.8,7.4,6.2,2.9,1001.1,12.6,2.4,3.6
11-Jul-64,19.6,13.3,12.1,1.4,995.4,13.7,3.4,5.1
12-Jul-64,16.7,9.4,8,0,999.9,7.4,2.3,3.3
13-Jul-64,17.9,11.6,9.6,4.4,1002.6,10.2,3.3,4.9
14-Jul-64,20.6,14.4,13.8,0.8,999.8,13.4,3.3,4.9
15-Jul-64,20.6,12.5,12.2,0,1007.9,11.8,4.1,6
16-Jul-64,21.7,10.7,7.7,0,1014.3,5.5,3.1,4.2
17-Jul-64,20.8,13.3,12.7,5.2,1012.8,4.7,2.9,3.8
18-Jul-64,16.1,12.6,12.1,24.2,1007.3,5.5,1.5,2
19-Jul-64,17.4,12.8,12.8,0,1005.9,8.8,2,2.9
20-Jul-64,17.2,12.3,9.6,3.4,1007.5,3.2,1.8,2.4
21-Jul-64,19.6,12.2,10.7,0,1009.9,2.2,2.8,3.6
22-Jul-64,20.4,13.7,11.4,0,1014.3,5.1,2.4,3.1
23-Jul-64,19.8,14.4,15,0,1016.5,7.2,2.7,3.7
24-Jul-64,21.2,14.1,13.8,0,1011.5,10.5,2.4,3.4
25-Jul-64,20.8,12.9,14.6,0.4,1009.6,9.2,2.8,3.8
26-Jul-64,18.3,9.7,8.4,0,1010.7,5.1,3,4
27-Jul-64,20.1,12.1,11.2,0,1003.9,15.9,3.4,4.8
28-Jul-64,19.6,12.6,12.3,0.1,1002.2,12.6,3.6,5.2
29-Jul-64,18.8,14.2,13.4,0.1,1006,7.2,1.8,2.4
30-Jul-64,21.4,13.9,13.9,0,1007.8,10.2,2.8,3.8
31-Jul-64,19,13.4,12.8,0.2,1008,14,3.1,4.4
1-Aug-64,17.4,13.2,12.7,0.4,1009.1,16.8,1.7,2.7
2-Aug-64,19.4,14.9,15,0,1012.9,14.7,2.4,3.6
3-Aug-64,22.8,14.9,14.8,0,1014.9,9.1,2.6,3.5
4-Aug-64,21.2,14.4,12.4,0,1013.8,4.9,2.5,3.3
5-Aug-64,18.9,12.7,13.9,4.1,1006.8,8.4,1.8,2.5
6-Aug-64,18.2,10,11.3,12.3,998,7.2,2.5,3.5
7-Aug-64,15.8,10,8.8,9.2,993.2,9.5,1.9,2.8
8-Aug-64,17.6,10.2,10.3,1.9,997.5,7.5,2.3,3.2
9-Aug-64,17.8,7.9,6.4,1.8,1003.3,5.7,2.5,3.5
10-Aug-64,16.2,11.9,11.4,4.5,1008.8,3.7,1.5,2
11-Aug-64,18.4,12.3,11.8,0.1,1012.2,4.1,3.6,4.9
12-Aug-64,16.9,9,7.8,0,1010.3,2.5,1.8,2.4
13-Aug-64,16.5,12.2,12,0,1009.8,6,1.4,2
14-Aug-64,17.9,11.2,9,0,1010.4,3.8,2.5,3.3
15-Aug-64,18.4,12.2,10.6,1.1,1006.8,3.3,2.2,3
16-Aug-64,18.2,13.2,11.4,12.5,997.5,7.8,1.9,2.7
17-Aug-64,17.1,14.1,11,18.6,979.8,13.5,1.5,2.3
18-Aug-64,16.4,9.7,13.4,11.2,980.8,15.7,1.4,2.3
19-Aug-64,14.9,7.2,5.2,0.3,997.8,11.1,2.6,3.9
20-Aug-64,16,5.6,3.4,0.2,1007.2,5.8,2.4,3.5
21-Aug-64,15.1,4.9,2.7,0,1008.6,4.8,2.4,3.4
22-Aug-64,18.9,8.5,6,0,1007.5,9.8,2.4,3.4
23-Aug-64,18.3,12.8,10.6,1.2,1003.2,13.8,1.8,2.6
24-Aug-64,20.3,14.7,13.8,0.3,1000.8,16.1,2.7,3.9
25-Aug-64,21.2,15.2,14.3,0,1001.2,13.2,3.4,4.7
26-Aug-64,20.3,13.7,11.2,0,1000,8.9,2.2,2.8
27-Aug-64,22.3,11.8,8.4,0,1005,7,3.1,4.2
28-Aug-64,17.3,8.8,10.1,1.6,1009.3,11.2,2.3,3.4
29-Aug-64,16.6,7.2,5.8,0,1017.8,9.2,2.7,4
30-Aug-64,16.2,5.6,3.3,0,1022.8,4.6,2.6,3.7
31-Aug-64,16.9,8.4,3.2,0,1021.5,7.2,2.5,3.7
1-Sep-64,16.7,11.8,8.7,0,1016.5,10.5,2.6,3.8
2-Sep-64,18.1,12.8,7.5,0.4,1009.6,9.6,2.4,3.5
3-Sep-64,17.3,11.6,9.9,0,1005.6,1.6,1.5,2
4-Sep-64,19,10.5,9.7,0,1005.6,2.9,1.5,2
5-Sep-64,16.5,10.8,7.6,14.3,1000.5,6,1.1,1.5
6-Sep-64,16.6,10.6,9.6,0.1,1004.8,9.1,1.5,2.1
7-Sep-64,20.1,11.2,7.9,0,1007.2,11.2,1.8,2.6
8-Sep-64,18.2,12.3,11.4,0,1007,12.9,1.7,2.3
9-Sep-64,19.4,13.4,12.4,0,1005.2,13.9,1.6,2.3
10-Sep-64,21.1,15.6,15.7,0,1002.7,15.5,2.3,3.3
11-Sep-64,17.6,9.4,12.8,0,1004.6,12.3,1.7,2.5
12-Sep-64,15.9,6.9,5.7,0,1012.3,5.7,1.8,2.6
13-Sep-64,17.1,10.2,6.6,0.2,1004.1,9.9,1,1.5
14-Sep-64,18.7,10.6,13.9,1.6,991.8,11.8,2,2.7
15-Sep-64,16.7,10,7.6,6.8,987.8,11.9,2.3,3.3
16-Sep-64,14.7,9,8.4,16.2,985.6,10.8,1.8,2.5
17-Sep-64,15.1,7.4,5.8,0.1,999.2,10.5,2.1,3
18-Sep-64,16.7,7.3,5.8,0.9,1004.8,10.3,1.7,2.4
19-Sep-64,15.2,7.8,6.3,0.1,1005.3,13.5,2.1,3.1
20-Sep-64,13.8,5.4,4.6,0.4,1012.6,11.3,1.8,2.8
21-Sep-64,14.8,4.3,2.4,5.2,1014.1,7.9,0.9,1.3
22-Sep-64,17.4,14.5,11.2,0,1008.7,14.6,1.5,2.1
23-Sep-64,18.3,12,7.6,0,1004.7,7,2,2.8
24-Sep-64,16.7,12.7,9.5,1.5,995.2,14.5,1.3,1.8
25-Sep-64,17.8,11.6,10.4,2.6,1001.8,10.5,1.8,2.3
26-Sep-64,15.3,8.9,8.7,1.3,1006.1,9.3,1.4,1.9
27-Sep-64,16,8.8,7.3,0,1011.2,6.4,1.4,1.9
28-Sep-64,18.2,7.9,5.2,0,1012.3,7.5,1.8,2.5
29-Sep-64,17.6,9.8,8.2,0,1012.9,6.3,1.5,2
30-Sep-64,15,9.6,7.6,0,1015.2,3.9,1.3,1.9
1-Oct-64,15.6,6.6,5.4,0,1015.9,2.3,1.1,1.5
2-Oct-64,13.8,9.3,6.4,0,1016.5,5.8,1.2,1.7
3-Oct-64,15,9.3,3.1,0,1016.4,7.7,1.3,1.8
4-Oct-64,16.1,9.8,5.1,0,1013,6.6,0.9,1.4
5-Oct-64,15,7.2,12.4,12,1008.4,10.5,0.7,1
6-Oct-64,14.9,6.9,5.3,2.8,998.2,15.8,1.1,1.5
7-Oct-64,12.9,7.1,9.3,8.7,979.9,18.2,1,1.7
8-Oct-64,11.4,4.1,4.4,0.8,979.8,14.1,1.2,1.8
9-Oct-64,8.2,1,1.2,16.9,975.1,7.2,0.8,1
10-Oct-64,6.7,0.7,0.1,8.3,973.5,14.9,0.7,1.2
11-Oct-64,10.9,2.1,0.6,0.3,984.4,8.7,1.1,1.5
12-Oct-64,11.5,2.1,0.3,0.5,991.6,7.1,1,1.4
13-Oct-64,7.9,-0.4,-1.1,2.7,991.2,9,0.5,0.8
14-Oct-64,10.3,5.2,3.8,0.9,987.8,9.5,0.8,1.1
15-Oct-64,10.9,5.1,3.4,2.4,994,11.8,0.8,1.1
16-Oct-64,12.3,4.9,4.4,0.6,1004.8,10.2,0.8,1.2
17-Oct-64,12.9,4.2,2.1,0,1014,5.8,0.8,1.1
18-Oct-64,16.6,10.6,9.1,0.1,1017.7,4.5,0.8,1
19-Oct-64,16.8,10.7,9,0,1018.5,5.5,0.9,1.1
20-Oct-64,15,8.7,3.9,0,1018.4,5.7,0.8,1.1
21-Oct-64,12.2,10,9.6,1,1017.5,5.2,0.5,0.7
22-Oct-64,10,5.4,2.8,1,1005.7,12.3,0.7,1
23-Oct-64,9,1.8,1,0.9,1000.1,14.9,1.1,1.6
24-Oct-64,9.8,0.9,-1,0.1,1007.5,10.6,0.5,0.7
25-Oct-64,12.4,9.1,7.9,0.2,1010.2,6.2,0.8,1
26-Oct-64,13.8,9.7,6.8,1.8,1015.4,7,0.7,0.9
27-Oct-64,14.1,7.5,5.6,0,1019.9,2.5,0.5,0.7
28-Oct-64,12.3,6.6,1.2,0,1020.5,2.1,0.4,0.6
29-Oct-64,9.9,6.9,1.6,0,1018.8,1.6,0.5,0.7
30-Oct-64,11.7,7.8,4.6,0,1017.5,1.4,0.4,0.6
31-Oct-64,12.2,9.2,8.3,0.3,1015.3,5.7,0.6,0.8
1-Nov-64,11.5,5.3,1.9,0,1020.8,2.4,0.4,0.6
2-Nov-64,10.5,3.8,1.1,0,1026.1,5.3,0.3,0.5
3-Nov-64,10.1,4.6,2.3,0,1023.3,7.5,0.6,0.8
4-Nov-64,10.4,7.2,2.5,0,1018.7,8.3,0.9,1.1
5-Nov-64,10,8.4,7.3,0,1015.6,6.6,1,1.2
6-Nov-64,9.6,5.6,5.8,0,1016.2,5.1,0.7,0.9
7-Nov-64,10,5.1,-0.9,0,1015.8,7.4,0.7,0.8
8-Nov-64,9.2,3.3,-3.2,0,1012.3,6.8,0.4,0.5
9-Nov-64,9.8,-0.7,-4.4,0,1009.5,3.4,0.1,0.3
10-Nov-64,10.3,-1.7,-5.6,0,1005.7,2.8,0.1,0.3
11-Nov-64,13.4,0.6,-3.7,0.4,1000.2,8.1,0.4,0.5
12-Nov-64,11.1,6.8,4.6,0.2,1000.1,13.4,0.5,0.6
13-Nov-64,14.1,7.9,5.1,3.3,994.9,14.6,0.6,0.8
14-Nov-64,10.8,6.7,4.8,0.8,983.9,23,1.3,1.8
15-Nov-64,11.8,5.3,3.8,1.4,988.6,17,0.8,0.9
16-Nov-64,12.1,4.9,5.7,0,992.6,16.2,0.9,1.1
17-Nov-64,14.4,6.2,2.8,8.9,1003.8,8.5,0.4,0.5
18-Nov-64,13.9,11.2,6.2,2.2,1009.6,9.9,0.6,0.8
19-Nov-64,12.1,7.4,9.2,0,1012.3,9.9,0.4,0.5
20-Nov-64,10.7,6.2,4.3,0,1016.3,8,0.4,0.5
21-Nov-64,12.7,8.9,3.4,0.1,1017.2,5.5,0.3,0.5
22-Nov-64,12.4,10,8.3,0.1,1011.5,9.7,0.5,0.6
23-Nov-64,11.2,6.7,4.7,0.5,1008.5,12.5,0.4,0.5
24-Nov-64,13.9,10.7,9,0,1009.9,17.5,0.7,0.9
25-Nov-64,12.8,9.8,8.9,1.9,1015.2,8.4,0.2,0.3
26-Nov-64,12.4,3.1,9.1,2.1,1008.9,12.4,0.6,0.8
27-Nov-64,6,1.7,0.1,0,1005.9,14.7,0.5,0.5
28-Nov-64,4.6,-0.2,-1.6,2.5,995.2,14.2,0.3,0.3
29-Nov-64,7,0.1,1.7,0.1,994.7,13.8,0.4,0.4
30-Nov-64,6.4,0.6,-1.7,1.7,994.4,10.6,0.5,0.6
1-Dec-64,6.9,0.2,0.6,0,999.6,11.2,0.4,0.4
2-Dec-64,9.9,-0.9,-2.2,0,1008.2,13.7,0.4,0.5
3-Dec-64,8.7,4.2,2.6,0,1006.8,13.8,0.8,0.9
4-Dec-64,5.1,1.6,-0.5,0,1011.5,8.6,0.6,0.7
5-Dec-64,11.9,3.4,-0.1,1.2,1006.5,15,0.7,0.9
6-Dec-64,12.2,7.3,5.3,1.3,995.6,18.3,0.6,0.8
7-Dec-64,13.1,4.6,5.6,17.4,985,15.9,0.6,0.8
8-Dec-64,12.4,4.9,3.1,13,990.8,19.6,0.9,1.1
9-Dec-64,11.9,2.9,7.3,3.7,991,13.2,0.3,0.3
10-Dec-64,7.2,1.1,-0.5,0,1002.5,6.3,0.1,0
11-Dec-64,11.6,0.4,-2.8,3.3,1003.8,12.5,0.4,0.4
12-Dec-64,12.6,8.3,6.9,18.7,991.3,11.7,0.2,0.3
13-Dec-64,8.6,1.1,3.6,6.3,990.5,14.6,0.2,0.2
14-Dec-64,4.1,0.1,-1.6,0,999.3,8.2,0.2,0.1
15-Dec-64,8.2,-0.7,-3.4,0,997.1,7.2,0.3,0.3
16-Dec-64,8.2,4.4,3.6,7.3,995.4,9.2,0.3,0.4
17-Dec-64,6.8,3.9,3.8,0.1,1006.8,7.4,0.3,0.4
18-Dec-64,5.5,1.9,1.1,3.2,1016.6,2.9,0,0.1
19-Dec-64,6.7,1.2,0.6,0.7,1019.9,5.5,0.2,0.3
20-Dec-64,6.8,3.1,0.6,0,1023.1,9.5,0.3,0.4
21-Dec-64,7,4.7,-0.6,0.9,1020,13.6,0.8,1
22-Dec-64,6.3,3.9,2.8,0,1019.2,14,1.1,1.3
23-Dec-64,5.9,3.2,2.3,2.1,1016.4,9.1,0.7,0.8
24-Dec-64,5.3,-0.1,-0.7,0,1014.3,9.4,0.3,0.3
25-Dec-64,1.2,-2.8,-4.7,0,1015.8,10.1,0.2,0.2
26-Dec-64,3.1,-1.2,-3.7,3.5,999.9,8.3,0.2,0.3
27-Dec-64,3.9,1.2,-1.6,18.9,988.4,8.9,0.4,0.5
28-Dec-64,3.9,-2.5,-6.9,1.4,996.4,6.7,0.2,0.2
29-Dec-64,8.8,3.9,-3.7,3.4,986,16.2,0.5,0.7
30-Dec-64,7.9,0.7,3.8,5.3,977,19,0.5,0.6
31-Dec-64,5.8,1.8,0,0.1,983.6,19.2,0.5,0.6
